year,gm,win_pct,gb
2009,58,0.67,9.0
2009,57,0.67,8.0
2009,56,0.66,8.0
2009,55,0.67,9.5
2009,54,0.67,9.0
2009,53,0.66,8.0
2009,52,0.67,8.5
2009,51,0.67,8.5
2009,50,0.68,8.5
2009,49,0.69,9.0
2009,48,0.69,8.5
2009,47,0.68,8.5
2009,46,0.67,7.5
2009,45,0.67,7.5
2009,44,0.68,8.5
2009,43,0.67,8.5
2009,42,0.69,8.5
2009,41,0.68,7.5
2009,40,0.68,6.5
2009,39,0.67,6.0
2009,38,0.66,6.0
2009,37,0.68,6.0
2009,36,0.67,5.0
2009,35,0.66,4.0
2009,34,0.65,3.0
2009,33,0.67,4.5
2009,32,0.69,5.5
2009,31,0.68,4.5
2009,30,0.7,5.5
2009,29,0.72,6.5
2009,28,0.71,5.5
2009,27,0.7,5.5
2009,26,0.69,4.5
2009,25,0.68,4.5
2009,24,0.67,3.5
2009,23,0.65,3.5
2009,22,0.64,2.5
2009,21,0.67,2.5
2009,20,0.65,2.5
2009,19,0.68,2.5
2009,18,0.72,2.5
2009,17,0.71,1.5
2009,16,0.69,1.5
2009,15,0.67,1.0
2009,14,0.71,1.0
2009,13,0.77,1.0
2009,12,0.75,0.0
2009,11,0.73,0.0
2009,10,0.7,0.0
2009,9,0.67,0.0
2009,8,0.62,-1.0
2009,7,0.57,-1.0
2009,6,0.5,-1.0
2009,5,0.4,-1.5
2009,4,0.5,-0.5
2009,3,0.67,0.0
2009,2,0.5,-0.5
2009,1,1.0,0.0
2008,162,0.52,2.0
2008,161,0.52,3.0
2008,160,0.52,3.0
2008,159,0.52,4.0
2008,158,0.53,4.0
2008,157,0.52,3.0
2008,156,0.52,2.5
2008,155,0.52,3.5
2008,154,0.52,3.5
2008,153,0.52,3.5
2008,152,0.52,3.5
2008,151,0.52,4.5
2008,150,0.52,4.5
2008,149,0.52,4.5
2008,148,0.52,4.5
2008,147,0.52,3.5
2008,146,0.51,3.5
2008,145,0.51,2.5
2008,144,0.51,1.5
2008,143,0.51,1.5
2008,142,0.51,0.5
2008,141,0.5,-0.5
2008,140,0.5,-1.5
2008,139,0.5,-1.5
2008,138,0.49,-2.5
2008,137,0.49,-2.5
2008,136,0.49,-3.5
2008,135,0.48,-4.5
2008,134,0.49,-3.5
2008,133,0.49,-3.0
2008,132,0.49,-3.0
2008,131,0.5,-3.0
2008,130,0.5,-3.0
2008,129,0.5,-3.0
2008,128,0.51,-2.0
2008,127,0.51,-2.0
2008,126,0.51,-2.0
2008,125,0.51,-1.0
2008,124,0.52,0.0
2008,123,0.51,-1.0
2008,122,0.52,0.0
2008,121,0.51,0.0
2008,120,0.51,0.0
2008,119,0.5,-1.0
2008,118,0.5,-1.0
2008,117,0.5,-1.5
2008,116,0.5,-0.5
2008,115,0.5,-0.5
2008,114,0.5,-1.5
2008,113,0.5,-2.5
2008,112,0.5,-2.5
2008,111,0.5,-1.0
2008,110,0.5,-2.0
2008,109,0.5,-3.0
2008,108,0.5,-2.0
2008,107,0.5,-1.0
2008,106,0.5,-1.0
2008,105,0.5,-1.0
2008,104,0.5,-1.0
2008,103,0.5,-1.0
2008,102,0.49,-1.0
2008,101,0.49,-1.0
2008,100,0.49,-1.0
2008,99,0.49,0.0
2008,98,0.49,0.0
2008,97,0.48,-1.0
2008,96,0.49,0.0
2008,95,0.48,-1.0
2008,94,0.48,-2.0
2008,93,0.48,-1.0
2008,92,0.49,-1.0
2008,91,0.49,0.0
2008,90,0.49,-1.0
2008,89,0.49,0.0
2008,88,0.49,-0.5
2008,87,0.48,-0.5
2008,86,0.49,-0.5
2008,85,0.48,-1.5
2008,84,0.48,-1.5
2008,83,0.47,-2.5
2008,82,0.46,-3.5
2008,81,0.47,-2.5
2008,80,0.48,-2.5
2008,79,0.47,-2.5
2008,78,0.46,-3.5
2008,77,0.47,-3.0
2008,76,0.46,-4.0
2008,75,0.47,-3.5
2008,74,0.46,-4.5
2008,73,0.47,-4.5
2008,72,0.47,-4.5
2008,71,0.46,-4.5
2008,70,0.46,-4.5
2008,69,0.45,-5.5
2008,68,0.46,-5.5
2008,67,0.46,-5.5
2008,66,0.47,-4.5
2008,65,0.48,-3.5
2008,64,0.48,-3.5
2008,63,0.48,-4.0
2008,62,0.48,-4.0
2008,61,0.48,-4.0
2008,60,0.47,-4.0
2008,59,0.47,-3.5
2008,58,0.48,-3.5
2008,57,0.49,-3.5
2008,56,0.48,-4.5
2008,55,0.49,-3.5
2008,54,0.5,-2.5
2008,53,0.49,-3.5
2008,52,0.5,-3.5
2008,51,0.51,-3.5
2008,50,0.52,-3.5
2008,49,0.53,-3.5
2008,48,0.52,-3.5
2008,47,0.53,-3.5
2008,46,0.54,-3.0
2008,45,0.53,-4.0
2008,44,0.52,-5.0
2008,43,0.51,-5.5
2008,42,0.52,-4.5
2008,41,0.51,-5.5
2008,40,0.52,-4.5
2008,39,0.51,-4.5
2008,38,0.5,-4.5
2008,37,0.51,-3.5
2008,36,0.53,-3.5
2008,35,0.54,-3.5
2008,34,0.56,-3.0
2008,33,0.58,-3.0
2008,32,0.56,-3.0
2008,31,0.55,-4.0
2008,30,0.57,-4.0
2008,29,0.55,-4.0
2008,28,0.54,-5.0
2008,27,0.52,-5.5
2008,26,0.5,-5.5
2008,25,0.48,-6.0
2008,24,0.46,-6.0
2008,23,0.43,-7.0
2008,22,0.41,-7.0
2008,21,0.43,-6.0
2008,20,0.4,-7.0
2008,19,0.42,-6.0
2008,18,0.39,-6.0
2008,17,0.41,-6.0
2008,16,0.44,-5.0
2008,15,0.47,-4.0
2008,14,0.43,-4.0
2008,13,0.38,-4.0
2008,12,0.42,-4.0
2008,11,0.45,-4.0
2008,10,0.4,-4.0
2008,9,0.44,-3.0
2008,8,0.5,-2.0
2008,7,0.57,-1.0
2008,6,0.67,0.0
2008,5,0.6,-0.5
2008,4,0.75,0.5
2008,3,0.67,0.0
2008,2,1.0,0.0
2008,1,1.0,0.0
2007,162,0.51,-8.0
2007,161,0.51,-8.0
2007,160,0.51,-9.0
2007,159,0.5,-9.0
2007,158,0.51,-8.0
2007,157,0.51,-8.0
2007,156,0.51,-8.0
2007,155,0.51,-9.0
2007,154,0.51,-8.0
2007,153,0.52,-7.0
2007,152,0.52,-6.5
2007,150,0.53,-5.5
2007,151,0.52,-5.5
2007,149,0.53,-4.5
2007,148,0.53,-3.5
2007,147,0.53,-4.5
2007,146,0.53,-5.5
2007,145,0.52,-6.0
2007,144,0.52,-6.0
2007,143,0.52,-5.5
2007,142,0.53,-4.5
2007,141,0.52,-4.5
2007,140,0.53,-3.5
2007,139,0.53,-4.0
2007,138,0.53,-3.0
2007,137,0.53,-4.0
2007,136,0.52,-4.0
2007,135,0.52,-5.0
2007,134,0.52,-4.0
2007,133,0.53,-3.5
2007,132,0.52,-4.5
2007,131,0.52,-5.5
2007,130,0.52,-6.5
2007,129,0.51,-6.5
2007,128,0.52,-5.5
2007,127,0.52,-5.5
2007,126,0.52,-6.0
2007,125,0.51,-6.0
2007,124,0.52,-6.5
2007,123,0.51,-7.5
2007,122,0.52,-6.5
2007,121,0.51,-6.5
2007,120,0.51,-6.5
2007,119,0.5,-6.5
2007,118,0.51,-6.5
2007,117,0.51,-6.0
2007,116,0.52,-6.0
2007,115,0.52,-5.0
2007,114,0.52,-5.0
2007,113,0.51,-5.0
2007,112,0.52,-4.0
2007,111,0.52,-4.0
2007,110,0.53,-3.0
2007,109,0.53,-2.0
2007,108,0.54,-1.0
2007,107,0.54,-1.0
2007,106,0.54,-1.0
2007,105,0.54,0.0
2007,104,0.55,0.0
2007,103,0.55,1.5
2007,102,0.55,1.0
2007,101,0.55,1.0
2007,100,0.56,2.0
2007,99,0.56,1.0
2007,98,0.56,1.0
2007,97,0.56,0.0
2007,96,0.56,0.0
2007,95,0.57,1.0
2007,94,0.56,1.0
2007,93,0.57,1.0
2007,92,0.57,1.0
2007,91,0.56,1.0
2007,90,0.56,0.0
2007,89,0.55,-1.0
2007,88,0.55,-2.0
2007,87,0.55,-1.0
2007,86,0.56,-1.0
2007,85,0.56,-1.0
2007,84,0.57,0.0
2007,83,0.57,-1.0
2007,82,0.56,-1.0
2007,81,0.56,-2.0
2007,80,0.56,-1.0
2007,79,0.57,0.0
2007,78,0.56,-0.5
2007,77,0.57,0.5
2007,76,0.57,-0.5
2007,75,0.56,-1.5
2007,74,0.57,-0.5
2007,73,0.58,0.5
2007,72,0.57,-0.5
2007,71,0.56,-1.5
2007,70,0.57,-1.5
2007,69,0.57,-1.5
2007,68,0.57,-0.5
2007,67,0.58,0.5
2007,66,0.58,0.0
2007,65,0.57,0.0
2007,64,0.56,-1.0
2007,63,0.56,-1.5
2007,62,0.56,-1.5
2007,61,0.57,-1.5
2007,60,0.57,-2.5
2007,59,0.58,-1.5
2007,58,0.59,-0.5
2007,57,0.6,0.5
2007,56,0.59,0.0
2007,55,0.58,0.0
2007,54,0.59,0.0
2007,53,0.58,0.0
2007,52,0.6,0.5
2007,51,0.59,0.5
2007,50,0.58,0.0
2007,49,0.57,0.0
2007,48,0.58,1.0
2007,47,0.57,0.5
2007,46,0.57,0.5
2007,45,0.56,0.5
2007,44,0.57,1.0
2007,43,0.58,2.0
2007,42,0.6,2.0
2007,41,0.61,3.0
2007,40,0.6,3.0
2007,39,0.59,2.0
2007,38,0.61,3.0
2007,37,0.59,2.5
2007,36,0.58,1.5
2007,35,0.57,1.5
2007,34,0.59,2.0
2007,33,0.58,1.0
2007,32,0.59,1.0
2007,31,0.58,1.0
2007,30,0.6,1.5
2007,29,0.59,1.5
2007,28,0.61,1.5
2007,27,0.59,0.5
2007,26,0.58,-0.5
2007,25,0.6,0.5
2007,24,0.58,0.5
2007,23,0.61,1.0
2007,22,0.59,0.0
2007,21,0.62,1.0
2007,20,0.65,1.0
2007,19,0.68,2.0
2007,18,0.72,2.0
2007,17,0.71,2.0
2007,16,0.69,1.5
2007,15,0.67,0.5
2007,14,0.71,1.5
2007,13,0.69,0.5
2007,12,0.67,-0.5
2007,11,0.64,-0.5
2007,10,0.7,0.5
2007,9,0.67,-0.5
2007,8,0.62,-1.5
2007,7,0.57,-1.5
2007,6,0.67,-0.5
2007,5,0.6,-0.5
2007,4,0.5,-1.0
2007,3,0.33,-1.5
2007,2,0.0,-1.5
2007,1,0.0,-1.0
2006,162,0.54,0.0
2006,161,0.54,0.0
2006,160,0.54,0.0
2006,159,0.53,-1.0
2006,158,0.53,-1.0
2006,157,0.53,-2.0
2006,156,0.53,-1.5
2006,155,0.52,-1.5
2006,154,0.53,-0.5
2006,153,0.52,-0.5
2006,152,0.52,-0.5
2006,151,0.52,-0.5
2006,150,0.53,0.5
2006,149,0.52,-0.5
2006,148,0.53,0.5
2006,147,0.53,1.5
2006,146,0.53,0.5
2006,145,0.53,1.5
2006,144,0.53,1.5
2006,143,0.53,1.5
2006,142,0.53,1.5
2006,141,0.53,1.5
2006,140,0.53,0.5
2006,139,0.53,1.0
2006,138,0.53,1.0
2006,137,0.53,2.0
2006,136,0.54,3.0
2006,135,0.54,4.0
2006,134,0.54,4.0
2006,133,0.53,3.0
2006,132,0.53,3.0
2006,131,0.53,3.0
2006,130,0.52,2.0
2006,129,0.52,1.0
2006,128,0.52,1.0
2006,127,0.52,1.0
2006,126,0.52,2.0
2006,125,0.53,3.0
2006,124,0.53,4.0
2006,123,0.53,3.0
2006,122,0.52,3.0
2006,121,0.53,2.5
2006,120,0.53,3.5
2006,119,0.53,2.5
2006,118,0.53,1.5
2006,117,0.52,1.5
2006,116,0.52,1.5
2006,115,0.51,0.5
2006,114,0.51,-0.5
2006,113,0.51,-0.5
2006,112,0.51,-1.5
2006,111,0.5,-2.0
2006,110,0.5,-2.0
2006,109,0.5,-2.0
2006,108,0.49,-3.0
2006,107,0.49,-3.0
2006,106,0.48,-4.0
2006,105,0.48,-5.0
2006,104,0.47,-6.0
2006,103,0.47,-6.0
2006,102,0.46,-7.5
2006,101,0.47,-6.5
2006,100,0.47,-5.5
2006,99,0.47,-4.5
2006,98,0.48,-4.0
2006,97,0.48,-3.5
2006,96,0.49,-3.5
2006,95,0.49,-3.5
2006,94,0.5,-3.5
2006,93,0.49,-3.5
2006,92,0.5,-2.5
2006,91,0.51,-2.5
2006,90,0.51,-2.5
2006,89,0.52,-2.5
2006,88,0.52,-2.0
2006,87,0.52,-2.0
2006,86,0.52,-1.0
2006,85,0.52,-1.0
2006,84,0.52,0.0
2006,83,0.52,0.0
2006,82,0.51,-1.0
2006,81,0.51,-1.5
2006,80,0.51,-1.5
2006,79,0.52,-1.0
2006,78,0.51,-1.5
2006,77,0.52,-0.5
2006,76,0.53,0.5
2006,75,0.53,1.0
2006,74,0.53,0.0
2006,73,0.52,-1.0
2006,72,0.51,-1.0
2006,71,0.51,-2.0
2006,70,0.51,-1.0
2006,69,0.52,0.0
2006,68,0.53,1.0
2006,67,0.54,1.0
2006,66,0.55,1.0
2006,65,0.54,0.0
2006,64,0.55,0.0
2006,63,0.56,1.0
2006,62,0.55,0.0
2006,61,0.56,0.0
2006,60,0.55,-1.5
2006,59,0.56,-1.5
2006,58,0.55,-2.5
2006,57,0.56,-2.5
2006,56,0.57,-1.5
2006,55,0.56,-1.0
2006,54,0.57,-0.5
2006,53,0.57,-0.5
2006,52,0.58,-0.5
2006,51,0.57,-0.5
2006,50,0.56,-1.5
2006,49,0.57,-1.5
2006,48,0.56,-1.5
2006,47,0.57,-0.5
2006,46,0.57,-0.5
2006,45,0.56,-0.5
2006,44,0.55,-1.0
2006,43,0.53,-1.5
2006,42,0.52,-1.5
2006,41,0.51,-2.0
2006,40,0.5,-2.5
2006,39,0.51,-2.0
2006,38,0.5,-3.0
2006,37,0.49,-3.0
2006,36,0.5,-2.0
2006,35,0.49,-3.0
2006,34,0.5,-2.5
2006,33,0.48,-3.5
2006,32,0.47,-4.0
2006,31,0.45,-4.0
2006,30,0.43,-4.0
2006,29,0.41,-4.0
2006,28,0.43,-4.0
2006,27,0.44,-3.0
2006,26,0.46,-3.0
2006,25,0.48,-3.0
2006,24,0.5,-2.0
2006,23,0.48,-2.0
2006,22,0.45,-1.5
2006,21,0.48,-1.5
2006,20,0.5,-1.5
2006,19,0.47,-1.5
2006,18,0.44,-2.5
2006,17,0.47,-1.5
2006,16,0.44,-2.0
2006,15,0.47,-2.0
2006,14,0.43,-3.0
2006,13,0.46,-2.0
2006,12,0.5,-1.5
2006,11,0.45,-2.0
2006,10,0.5,-1.5
2006,9,0.44,-1.5
2006,8,0.5,-1.5
2006,7,0.57,-0.5
2006,5,0.4,-1.0
2006,6,0.5,-1.0
2006,4,0.5,0.0
2006,3,0.33,-0.5
2006,2,0.5,-0.5
2006,1,0.0,-1.0
2005,162,0.44,-11.0
2005,161,0.44,-10.0
2005,160,0.44,-11.0
2005,159,0.44,-10.0
2005,158,0.44,-9.0
2005,157,0.45,-8.0
2005,156,0.45,-7.0
2005,155,0.45,-8.0
2005,154,0.44,-9.0
2005,153,0.44,-9.0
2005,152,0.44,-9.0
2005,151,0.44,-9.0
2005,150,0.45,-8.0
2005,149,0.45,-7.5
2005,148,0.45,-6.5
2005,147,0.46,-5.5
2005,146,0.46,-5.5
2005,145,0.46,-6.0
2005,144,0.46,-5.0
2005,143,0.46,-5.0
2005,142,0.46,-6.0
2005,141,0.45,-7.0
2005,140,0.45,-8.0
2005,139,0.45,-6.5
2005,138,0.45,-6.5
2005,137,0.45,-7.5
2005,136,0.45,-7.0
2005,135,0.45,-7.0
2005,134,0.46,-6.0
2005,133,0.46,-5.5
2005,132,0.45,-5.5
2005,131,0.46,-4.5
2005,130,0.45,-5.5
2005,129,0.45,-5.5
2005,128,0.45,-6.5
2005,127,0.45,-6.5
2005,126,0.45,-6.0
2005,125,0.46,-5.0
2005,124,0.45,-5.0
2005,123,0.46,-5.0
2005,122,0.46,-5.0
2005,121,0.45,-5.0
2005,120,0.46,-4.0
2005,119,0.45,-5.0
2005,118,0.46,-5.0
2005,117,0.45,-5.0
2005,116,0.45,-6.0
2005,115,0.45,-6.0
2005,114,0.45,-7.0
2005,113,0.44,-7.0
2005,112,0.45,-7.0
2005,111,0.45,-6.0
2005,110,0.45,-6.0
2005,109,0.45,-5.0
2005,108,0.44,-5.0
2005,107,0.45,-4.0
2005,106,0.45,-4.0
2005,105,0.45,-4.0
2005,104,0.45,-4.0
2005,103,0.46,-4.0
2005,102,0.45,-5.0
2005,101,0.46,-5.0
2005,100,0.46,-4.0
2005,99,0.45,-5.0
2005,98,0.45,-5.5
2005,97,0.45,-5.5
2005,96,0.46,-5.5
2005,95,0.45,-6.5
2005,94,0.45,-7.5
2005,93,0.44,-8.5
2005,92,0.45,-8.5
2005,91,0.45,-8.5
2005,90,0.44,-8.5
2005,89,0.45,-7.5
2005,88,0.45,-7.5
2005,87,0.46,-6.5
2005,86,0.47,-6.5
2005,85,0.47,-5.5
2005,84,0.48,-4.5
2005,83,0.47,-5.5
2005,82,0.48,-5.5
2005,81,0.47,-6.5
2005,80,0.48,-5.5
2005,79,0.48,-4.5
2005,78,0.47,-5.5
2005,77,0.47,-6.5
2005,76,0.47,-5.5
2005,75,0.47,-6.5
2005,74,0.47,-5.5
2005,73,0.48,-4.5
2005,72,0.49,-4.5
2005,71,0.48,-5.5
2005,70,0.47,-6.5
2005,69,0.48,-5.5
2005,68,0.49,-4.5
2005,67,0.49,-3.5
2005,66,0.5,-2.5
2005,65,0.51,-2.5
2005,64,0.52,-2.5
2005,63,0.52,-2.5
2005,62,0.53,-2.5
2005,61,0.52,-3.5
2005,60,0.53,-2.5
2005,59,0.53,-3.0
2005,58,0.52,-4.0
2005,57,0.53,-4.0
2005,56,0.52,-4.5
2005,55,0.51,-5.5
2005,54,0.5,-6.5
2005,53,0.51,-5.5
2005,52,0.5,-6.5
2005,51,0.51,-6.5
2005,50,0.52,-5.5
2005,49,0.53,-4.5
2005,48,0.52,-4.5
2005,47,0.53,-3.5
2005,46,0.52,-3.5
2005,45,0.51,-4.0
2005,44,0.52,-3.5
2005,43,0.53,-3.0
2005,42,0.52,-3.5
2005,41,0.54,-3.5
2005,40,0.55,-2.5
2005,39,0.56,-1.5
2005,38,0.55,-1.5
2005,37,0.57,-1.0
2005,36,0.58,0.0
2005,35,0.6,1.0
2005,34,0.59,0.0
2005,33,0.61,1.0
2005,32,0.62,2.0
2005,31,0.61,2.0
2005,30,0.63,2.0
2005,29,0.62,1.0
2005,28,0.64,1.0
2005,27,0.63,0.5
2005,26,0.65,1.5
2005,25,0.64,1.5
2005,24,0.67,1.5
2005,23,0.65,1.5
2005,22,0.64,0.5
2005,21,0.62,-0.5
2005,20,0.65,0.5
2005,19,0.68,1.5
2005,18,0.72,2.5
2005,17,0.71,2.5
2005,16,0.75,3.5
2005,15,0.8,4.5
2005,14,0.86,4.5
2005,13,0.85,4.5
2005,12,0.83,3.5
2005,11,0.82,3.0
2005,10,0.8,2.5
2005,9,0.78,1.5
2005,8,0.75,0.5
2005,7,0.71,0.5
2005,6,0.67,0.0
2005,5,0.8,1.0
2005,4,0.75,1.0
2005,3,0.67,0.0
2005,2,0.5,-0.5
2005,1,0.0,-1.0
2004,162,0.57,2.0
2004,161,0.58,3.0
2004,160,0.57,2.0
2004,159,0.58,3.0
2004,158,0.58,3.0
2004,157,0.58,3.0
2004,156,0.58,3.0
2004,155,0.57,2.5
2004,154,0.57,1.5
2004,153,0.58,2.5
2004,152,0.57,1.5
2004,151,0.57,0.5
2004,150,0.57,1.5
2004,149,0.58,2.5
2004,148,0.57,2.5
2004,147,0.58,2.5
2004,146,0.58,2.5
2004,145,0.58,3.5
2004,144,0.58,4.5
2004,143,0.58,4.5
2004,142,0.58,5.0
2004,141,0.59,6.0
2004,140,0.59,6.0
2004,139,0.58,5.0
2004,138,0.58,4.5
2004,137,0.58,4.5
2004,136,0.57,3.5
2004,135,0.58,4.5
2004,134,0.58,5.5
2004,133,0.59,6.5
2004,132,0.58,5.5
2004,131,0.59,5.5
2004,130,0.58,5.0
2004,129,0.58,5.0
2004,128,0.58,4.0
2004,127,0.58,4.0
2004,126,0.58,4.0
2004,125,0.58,5.0
2004,124,0.58,4.0
2004,123,0.59,4.5
2004,122,0.59,5.5
2004,121,0.59,4.5
2004,120,0.58,4.5
2004,119,0.59,5.0
2004,118,0.59,5.5
2004,117,0.59,5.5
2004,116,0.59,6.5
2004,115,0.59,6.5
2004,114,0.6,6.5
2004,113,0.59,6.5
2004,112,0.6,7.5
2004,111,0.59,6.5
2004,110,0.59,6.5
2004,109,0.6,6.5
2004,108,0.59,5.5
2004,107,0.6,6.5
2004,106,0.59,5.5
2004,105,0.59,4.5
2004,104,0.59,3.5
2004,103,0.58,2.5
2004,102,0.59,3.5
2004,101,0.58,2.5
2004,100,0.58,2.5
2004,99,0.59,3.5
2004,98,0.59,3.5
2004,97,0.59,3.5
2004,96,0.59,3.5
2004,95,0.59,3.5
2004,94,0.59,2.5
2004,93,0.58,2.5
2004,92,0.59,2.5
2004,91,0.58,2.5
2004,90,0.58,2.5
2004,89,0.57,1.5
2004,88,0.57,1.5
2004,87,0.56,0.5
2004,86,0.56,0.5
2004,85,0.55,0.5
2004,84,0.55,0.5
2004,83,0.55,1.0
2004,82,0.55,0.0
2004,81,0.54,-1.0
2004,80,0.54,-1.0
2004,79,0.53,-1.5
2004,78,0.53,-2.5
2004,77,0.52,-3.5
2004,76,0.53,-2.5
2004,75,0.52,-3.5
2004,74,0.53,-2.5
2004,73,0.52,-3.5
2004,72,0.51,-3.5
2004,71,0.52,-3.5
2004,70,0.53,-2.5
2004,69,0.54,-1.5
2004,68,0.54,-0.5
2004,67,0.55,0.5
2004,66,0.56,1.5
2004,65,0.55,1.5
2004,64,0.56,2.5
2004,63,0.56,1.5
2004,62,0.55,1.5
2004,61,0.54,1.0
2004,60,0.53,0.0
2004,59,0.54,0.0
2004,58,0.53,-1.0
2004,57,0.54,0.0
2004,56,0.54,-1.0
2004,55,0.55,0.0
2004,54,0.56,0.0
2004,53,0.57,1.0
2004,52,0.56,1.0
2004,51,0.55,0.0
2004,50,0.54,0.0
2004,49,0.55,0.0
2004,48,0.54,-1.0
2004,47,0.53,-1.0
2004,46,0.52,-2.0
2004,45,0.53,-1.0
2004,44,0.55,0.0
2004,43,0.56,0.0
2004,42,0.55,0.0
2004,41,0.56,0.0
2004,40,0.55,0.0
2004,39,0.56,0.0
2004,38,0.58,0.0
2004,37,0.59,1.5
2004,36,0.61,2.0
2004,35,0.63,2.0
2004,34,0.65,2.0
2004,33,0.67,2.0
2004,32,0.69,3.0
2004,31,0.68,3.0
2004,30,0.67,2.0
2004,29,0.66,1.0
2004,28,0.64,1.0
2004,27,0.63,0.0
2004,26,0.62,0.0
2004,25,0.64,1.0
2004,24,0.62,0.0
2004,23,0.65,0.0
2004,22,0.64,0.0
2004,21,0.62,0.0
2004,20,0.65,1.0
2004,19,0.63,1.0
2004,18,0.67,2.5
2004,17,0.65,1.5
2004,16,0.69,2.5
2004,15,0.67,1.5
2004,14,0.71,2.5
2004,13,0.69,2.5
2004,12,0.75,3.0
2004,11,0.73,3.0
2004,10,0.7,2.0
2004,9,0.67,1.0
2004,8,0.62,0.5
2004,7,0.57,-0.5
2004,6,0.67,1.0
2004,5,0.8,1.0
2004,4,0.75,1.0
2004,3,0.67,0.0
2004,2,0.5,-1.0
2004,1,0.0,-1.0
2003,162,0.52,-15.5
2003,160,0.53,-14.5
2003,161,0.53,-14.5
2003,159,0.53,-14.5
2003,158,0.53,-13.5
2003,157,0.54,-13.0
2003,156,0.53,-14.0
2003,155,0.53,-14.0
2003,154,0.53,-13.0
2003,153,0.53,-14.0
2003,152,0.53,-13.0
2003,151,0.54,-12.0
2003,150,0.53,-13.0
2003,149,0.54,-12.0
2003,148,0.54,-10.5
2003,147,0.54,-10.5
2003,146,0.53,-11.5
2003,145,0.53,-11.5
2003,144,0.53,-11.5
2003,143,0.54,-10.5
2003,142,0.54,-10.5
2003,141,0.53,-11.0
2003,140,0.53,-12.0
2003,139,0.53,-12.0
2003,138,0.52,-13.0
2003,137,0.53,-12.0
2003,136,0.52,-12.0
2003,135,0.53,-11.0
2003,134,0.52,-11.0
2003,133,0.52,-11.0
2003,132,0.52,-12.0
2003,131,0.51,-13.0
2003,130,0.52,-12.0
2003,129,0.52,-11.0
2003,128,0.52,-11.0
2003,127,0.53,-10.0
2003,126,0.52,-10.0
2003,125,0.52,-10.0
2003,124,0.52,-10.0
2003,123,0.52,-9.5
2003,122,0.52,-10.5
2003,121,0.51,-11.5
2003,120,0.52,-11.5
2003,119,0.51,-12.0
2003,118,0.52,-12.0
2003,117,0.52,-12.0
2003,116,0.52,-12.5
2003,115,0.52,-11.5
2003,114,0.52,-12.5
2003,113,0.51,-12.5
2003,112,0.51,-12.5
2003,111,0.5,-13.5
2003,110,0.5,-13.5
2003,109,0.5,-13.5
2003,108,0.5,-13.5
2003,107,0.5,-13.5
2003,106,0.51,-13.5
2003,105,0.51,-12.5
2003,104,0.52,-12.5
2003,103,0.51,-12.5
2003,102,0.52,-12.5
2003,101,0.52,-11.5
2003,100,0.52,-11.5
2003,99,0.53,-10.5
2003,98,0.52,-10.5
2003,97,0.53,-9.5
2003,96,0.53,-8.5
2003,95,0.54,-7.5
2003,94,0.53,-7.5
2003,93,0.53,-7.5
2003,92,0.52,-8.5
2003,91,0.53,-7.5
2003,90,0.53,-6.5
2003,89,0.53,-7.5
2003,88,0.52,-8.5
2003,87,0.53,-7.5
2003,86,0.53,-6.5
2003,85,0.54,-5.5
2003,84,0.54,-6.5
2003,83,0.54,-5.5
2003,82,0.55,-5.5
2003,81,0.56,-4.5
2003,80,0.56,-3.0
2003,79,0.57,-3.0
2003,78,0.58,-2.0
2003,77,0.58,-1.0
2003,76,0.58,-2.0
2003,75,0.59,-1.0
2003,74,0.59,0.0
2003,73,0.6,0.0
2003,72,0.6,0.0
2003,71,0.59,-1.0
2003,70,0.6,0.0
2003,69,0.59,-1.0
2003,68,0.59,-2.0
2003,67,0.58,-3.0
2003,66,0.58,-3.0
2003,65,0.57,-4.0
2003,64,0.56,-4.0
2003,63,0.56,-4.0
2003,62,0.55,-5.0
2003,61,0.56,-4.0
2003,60,0.57,-3.0
2003,59,0.56,-3.0
2003,58,0.55,-4.0
2003,57,0.56,-3.0
2003,56,0.55,-4.5
2003,55,0.56,-3.5
2003,54,0.56,-3.5
2003,53,0.57,-2.5
2003,52,0.58,-2.0
2003,51,0.59,-1.0
2003,50,0.6,-0.5
2003,49,0.59,-1.5
2003,48,0.58,-1.5
2003,47,0.57,-2.5
2003,46,0.57,-3.0
2003,45,0.56,-3.0
2003,44,0.55,-3.5
2003,43,0.53,-4.5
2003,42,0.52,-5.5
2003,41,0.51,-5.0
2003,40,0.5,-6.0
2003,39,0.51,-6.0
2003,38,0.53,-6.0
2003,37,0.51,-7.0
2003,36,0.53,-7.0
2003,35,0.51,-7.0
2003,34,0.5,-7.0
2003,33,0.48,-7.0
2003,32,0.5,-6.0
2003,31,0.48,-6.0
2003,30,0.47,-6.0
2003,29,0.48,-6.0
2003,28,0.5,-6.0
2003,27,0.48,-6.0
2003,26,0.46,-7.0
2003,25,0.48,-6.5
2003,24,0.46,-7.5
2003,23,0.43,-8.5
2003,22,0.41,-8.5
2003,21,0.43,-7.5
2003,20,0.45,-6.5
2003,19,0.42,-7.5
2003,18,0.39,-8.5
2003,17,0.41,-7.5
2003,16,0.44,-6.5
2003,15,0.4,-7.0
2003,14,0.36,-8.0
2003,13,0.38,-6.5
2003,12,0.42,-5.5
2003,11,0.45,-4.5
2003,10,0.5,-3.5
2003,9,0.44,-3.5
2003,8,0.38,-4.5
2003,7,0.43,-3.5
2003,6,0.33,-3.5
2003,5,0.4,-2.5
