rk,name,age,pos,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,roba,tb,gdp,hbp,sh,sf,ibb,pos.1,awards,season,bats
20,Pablo Ozuna,33,UT,36,33,32,6,7,0,1,1,3,1,1,1,5,0.219,0.242,0.375,0.617,61.0,,12,1,0,0,0,0,,,2008,Right
21,Gary Bennett,36,C,10,23,21,1,4,1,0,1,4,0,0,2,0,0.19,0.261,0.381,0.642,68.0,,8,1,0,0,0,0,,,2008,Right
12,Nomar Garciaparra,34,SS,55,181,163,24,43,9,0,8,28,1,1,15,11,0.264,0.326,0.466,0.792,107.0,,76,12,1,0,2,2,,,2008,Right
13,Rafael Furcal,30,SS,36,164,143,34,51,12,2,5,16,8,3,20,17,0.357,0.439,0.573,1.012,166.0,,82,3,1,0,0,0,,,2008,Both
7,Matt Kemp,23,CF,155,657,606,93,176,38,5,18,76,35,11,46,153,0.29,0.34,0.459,0.799,110.0,,278,11,1,1,3,6,,,2008,Right
11,Manny Ramirez,36,LF,53,229,187,36,74,14,0,17,53,2,0,35,38,0.396,0.489,0.743,1.232,221.0,,139,5,3,0,4,16,,,2008,Right
10,Casey Blake,34,3B,58,233,211,25,53,12,1,10,23,1,0,16,52,0.251,0.313,0.46,0.773,102.0,,97,9,4,0,2,5,,,2008,Right
9,Andruw Jones,31,CF,75,238,209,21,33,8,1,3,14,0,1,27,76,0.158,0.256,0.249,0.505,35.0,,52,5,1,0,1,0,,,2008,Right
8,Andre Ethier,26,RF,141,596,525,90,160,38,5,20,77,6,3,59,88,0.305,0.375,0.51,0.885,132.0,,268,6,4,1,7,0,,,2008,Left
6,Juan Pierre,30,LF,119,406,375,44,106,10,2,1,28,40,12,22,24,0.283,0.327,0.328,0.655,75.0,,123,3,3,5,1,1,,,2008,Left
5,Blake DeWitt,22,3B,117,421,368,45,97,13,2,9,52,3,0,45,68,0.264,0.344,0.383,0.728,93.0,,141,6,3,0,5,9,,,2008,Left
4,Ángel Berroa,30,SS,84,256,226,26,52,13,1,1,16,0,0,20,41,0.23,0.304,0.31,0.614,64.0,,70,13,4,6,0,4,,,2008,Right
3,Jeff Kent,40,2B,121,474,440,42,123,23,1,12,59,0,1,25,52,0.28,0.327,0.418,0.745,96.0,,184,13,7,0,2,1,,,2008,Right
2,James Loney,24,1B,161,651,595,66,172,35,6,13,90,7,4,45,85,0.289,0.338,0.434,0.772,103.0,,258,25,3,1,7,6,,,2008,Left
24,A.J. Ellis,27,C,4,3,3,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2008,Right
23,Terry Tiffee,29,LF,6,5,4,0,1,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65,78.0,,1,0,1,0,0,0,,,2008,Both
1,Russell Martin,25,C,155,650,553,87,155,25,0,13,69,18,6,90,83,0.28,0.385,0.396,0.781,108.0,,219,16,5,0,2,8,,,2008,Right
25,Derek Lowe,35,P,32,75,65,4,9,0,0,0,5,0,0,3,20,0.138,0.176,0.138,0.315,-15.0,,9,0,0,7,0,0,,,2008,Right
37,Takashi Saito,38,P,43,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2008,Left
46,James McDonald,23,P,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2008,Left
45,Yhency Brazobán,28,P,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2008,Right
44,Scott Proctor,31,P,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2008,Right
43,Ramón Troncoso,25,P,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2008,Right
42,Tanyon Sturtze,37,P,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2008,Right
41,Joe Beimel,31,P,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2008,Left
40,Scott Elbert,22,P,10,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2008,Left
39,Cory Wade,25,P,53,1,0,0,0,0,0,0,0,0,0,1,0,,1.0,,,,,0,0,0,0,0,0,,,2008,Right
38,Brian Falkenborg,30,P,16,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2008,Right
26,Chad Billingsley,23,P,35,72,63,1,6,0,0,0,3,0,0,4,36,0.095,0.149,0.095,0.244,-33.0,,6,0,0,5,0,0,,,2008,Right
36,Jonathan Broxton,24,P,70,3,2,0,0,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,-1.0,,0,1,0,0,0,0,,,2008,Right
34,Esteban Loaiza,36,P,7,9,6,1,2,0,0,0,1,0,0,0,1,0.333,0.333,0.333,0.667,78.0,,2,1,0,3,0,0,,,2008,Right
33,Chan Ho Park,35,P,53,12,9,0,1,0,0,0,0,0,0,0,5,0.111,0.111,0.111,0.222,-41.0,,1,0,0,3,0,0,,,2008,Right
32,Greg Maddux,42,P,7,13,13,0,1,0,0,0,1,0,0,0,1,0.077,0.077,0.077,0.154,-59.0,,1,1,0,0,0,0,,,2008,Right
31,Hung-Chih Kuo,26,P,41,14,12,1,3,1,0,0,0,0,0,0,4,0.25,0.25,0.333,0.583,53.0,,4,0,0,2,0,0,,,2008,Left
30,Eric Stults,28,P,9,18,15,3,2,0,0,0,2,0,0,2,6,0.133,0.222,0.133,0.356,-2.0,,2,0,0,0,1,0,,,2008,Left
29,Brad Penny,30,P,18,32,26,2,5,0,0,0,2,0,0,0,7,0.192,0.192,0.192,0.385,3.0,,5,0,0,6,0,0,,,2008,Right
28,Clayton Kershaw,20,P,21,38,29,1,2,0,0,0,0,0,0,0,13,0.069,0.069,0.069,0.138,-63.0,,2,0,0,9,0,0,,,2008,Left
27,Hiroki Kuroda,33,P,30,65,54,2,8,1,0,0,2,0,0,5,16,0.148,0.22,0.167,0.387,5.0,,9,1,0,6,0,0,,,2008,Right
35,Jason Johnson,34,P,16,8,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,,0,1,0,1,0,0,,,2008,Right
17,Shea Hillenbrand,31,3B,20,74,70,6,17,0,2,1,9,0,1,2,12,0.243,0.257,0.343,0.6,53.0,,24,3,0,0,2,1,,,2007,Right
14,Andy LaRoche,23,3B,35,115,93,16,21,5,0,1,10,2,1,20,24,0.226,0.365,0.312,0.677,78.0,,29,1,1,0,1,5,,,2007,Right
15,Mike Lieberthal,35,C,38,82,77,6,18,2,0,0,1,0,0,4,11,0.234,0.28,0.26,0.54,41.0,,20,2,1,0,0,0,,,2007,Right
16,Wilson Valdez,29,UT,41,80,74,12,16,2,1,0,7,1,0,4,12,0.216,0.263,0.27,0.533,38.0,,20,0,1,0,1,0,,,2007,Right
22,Marlon Anderson,33,IF,23,29,26,3,6,0,0,0,2,1,0,3,5,0.231,0.31,0.231,0.541,43.0,,6,0,0,0,0,0,,,2007,Left
18,Brady Clark,34,OF,47,66,58,7,13,4,0,0,5,1,2,6,11,0.224,0.308,0.293,0.601,57.0,,17,1,1,1,0,0,,,2007,Right
19,Delwyn Young,25,UT,19,36,34,4,13,1,1,2,3,1,0,2,5,0.382,0.417,0.647,1.064,169.0,,22,0,0,0,0,0,,,2007,Both
20,Mark Sweeney,37,1B,30,34,33,2,9,1,0,0,3,0,0,1,11,0.273,0.294,0.303,0.597,55.0,,10,0,0,0,0,0,,,2007,Left
21,Chin-lung Hu,23,SS,12,31,29,5,7,0,1,2,5,0,0,0,8,0.241,0.241,0.517,0.759,88.0,,15,0,0,2,0,0,,,2007,Right
12,Ramón Martínez,34,IF,67,147,129,10,25,4,0,0,27,1,0,11,15,0.194,0.248,0.225,0.473,24.0,,29,0,0,2,5,0,,,2007,Right
13,Olmedo Sáenz,36,CI,92,132,110,9,21,5,0,4,18,0,0,16,25,0.191,0.295,0.345,0.641,65.0,,38,5,2,0,4,0,,,2007,Right
7,Juan Pierre,29,CF,162,729,668,96,196,24,8,0,41,64,15,33,37,0.293,0.331,0.353,0.685,77.0,,236,10,6,20,2,0,,,2007,Left
11,Tony Abreu,22,IF,59,178,166,19,45,14,1,2,17,0,0,7,21,0.271,0.309,0.404,0.713,82.0,,67,5,3,0,2,1,,,2007,Both
10,Wilson Betemit,25,3B,84,192,156,22,36,8,0,10,26,0,0,32,49,0.231,0.359,0.474,0.834,113.0,,74,1,1,0,3,0,,,2007,Both
9,Matt Kemp,22,RF,98,311,292,47,100,12,5,10,42,10,5,16,66,0.342,0.373,0.521,0.894,127.0,,152,6,0,0,3,0,,,2007,Right
8,Andre Ethier,25,RF,153,507,447,50,127,32,2,13,64,0,4,46,68,0.284,0.35,0.452,0.802,105.0,,202,10,4,0,8,12,,,2007,Left
6,Luis Gonzalez,39,LF,139,526,464,70,129,23,2,15,68,6,2,56,56,0.278,0.359,0.433,0.793,104.0,,201,11,4,0,2,4,,,2007,Left
5,Nomar Garciaparra,33,3B,121,466,431,39,122,17,0,7,59,3,1,31,41,0.283,0.328,0.371,0.7,80.0,,160,6,0,0,4,5,,,2007,Right
4,Rafael Furcal,29,SS,138,643,581,87,157,23,4,6,47,25,6,55,68,0.27,0.333,0.355,0.687,78.0,,206,11,1,2,3,3,,,2007,Both
3,Jeff Kent,39,2B,136,562,494,78,149,36,1,20,79,1,3,57,61,0.302,0.375,0.5,0.875,123.0,,247,17,5,0,6,4,,,2007,Right
2,James Loney,23,1B,96,375,344,41,114,18,4,15,67,0,1,28,48,0.331,0.381,0.538,0.919,134.0,,185,6,1,0,2,5,,,2007,Left
24,Brad Penny,29,P,31,75,65,7,16,6,0,0,7,0,0,1,23,0.246,0.279,0.338,0.618,59.0,,22,0,2,7,0,0,,,2007,Right
1,Russell Martin,24,C,151,620,540,87,158,32,3,19,87,21,9,67,89,0.293,0.374,0.469,0.843,116.0,,253,16,7,0,6,1,,,2007,Right
23,Chad Moeller,32,C,7,9,8,2,1,0,0,0,0,0,0,0,1,0.125,0.222,0.125,0.347,-7.0,,1,1,1,0,0,0,,,2007,Right
25,Derek Lowe,34,P,31,71,59,2,7,0,0,0,1,0,0,5,17,0.119,0.185,0.119,0.303,-19.0,,7,1,0,6,1,0,,,2007,Right
36,Rudy Seánez,38,P,68,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2007,Right
26,Chad Billingsley,22,P,41,41,36,1,4,1,0,0,2,0,0,1,19,0.111,0.135,0.139,0.274,-29.0,,5,2,0,4,0,0,,,2007,Right
45,Jonathan Broxton,23,P,81,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
44,Roberto Hernández,42,P,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
43,Eric Hull,27,P,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
42,D.J. Houlton,27,P,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
40,Scott Proctor,30,P,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
39,Chin-hui Tsao,26,P,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
38,Takashi Saito,37,P,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Left
37,Jon Meloan,22,P,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
41,Yhency Brazobán,27,P,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2007,Right
35,Joe Beimel,30,P,80,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2007,Left
33,Hung-Chih Kuo,25,P,5,8,6,1,1,0,0,1,1,0,0,0,3,0.167,0.167,0.667,0.833,101.0,,4,0,0,2,0,0,,,2007,Left
32,Esteban Loaiza,35,P,5,9,7,0,1,0,0,0,2,0,0,0,2,0.143,0.143,0.143,0.286,-26.0,,1,1,0,2,0,0,,,2007,Right
31,Eric Stults,27,P,13,12,12,1,4,2,0,0,0,0,0,0,5,0.333,0.333,0.5,0.833,111.0,,6,0,0,0,0,0,,,2007,Left
30,David Wells,44,P,7,15,15,2,4,1,0,0,1,0,0,0,6,0.267,0.267,0.333,0.6,54.0,,5,0,0,0,0,0,,,2007,Left
29,Mark Hendrickson,33,P,35,30,27,1,1,1,0,0,1,0,0,2,10,0.037,0.103,0.074,0.178,-53.0,,2,0,0,1,0,0,,,2007,Left
28,Brett Tomko,34,P,31,30,24,0,0,0,0,0,1,0,0,1,16,0.0,0.04,0.0,0.04,-88.0,,0,0,0,5,0,0,,,2007,Right
34,Jason Schmidt,34,P,6,8,7,1,1,0,0,1,1,0,0,0,4,0.143,0.143,0.571,0.714,72.0,,4,0,0,1,0,0,,,2007,Right
27,Randy Wolf,30,P,19,37,30,1,5,2,0,0,2,0,0,4,13,0.167,0.265,0.233,0.498,30.0,,7,0,0,3,0,0,,,2007,Left
19,Dioner Navarro,22,C,25,86,75,5,21,2,0,2,8,1,0,11,18,0.28,0.372,0.387,0.759,95.0,,29,1,0,0,0,4,,,2006,Both
15,Jason Repko,25,CF,69,150,130,21,33,5,1,3,16,10,4,15,24,0.254,0.345,0.377,0.722,85.0,,49,2,3,2,0,1,,,2006,Right
16,César Izturis,26,3B,32,129,119,10,30,7,1,1,12,1,3,7,6,0.252,0.302,0.353,0.655,67.0,,42,1,2,0,1,3,,,2006,Both
17,Bill Mueller,35,3B,32,126,107,12,27,7,0,3,15,1,1,17,9,0.252,0.357,0.402,0.759,94.0,,43,1,1,0,1,3,,,2006,Both
18,James Loney,22,1B,48,111,102,20,29,6,5,4,18,1,0,8,10,0.284,0.342,0.559,0.901,125.0,,57,8,1,0,0,1,,,2006,Left
23,Ricky Ledée,32,OF,43,55,53,4,13,5,0,1,8,1,0,2,10,0.245,0.273,0.396,0.669,68.0,,21,3,0,0,0,0,,,2006,Left
20,Marlon Anderson,32,LF,25,73,64,12,24,3,2,7,15,2,2,7,8,0.375,0.431,0.813,1.243,208.0,,52,3,0,1,1,0,,,2006,Left
21,Sandy Alomar,40,C,27,62,62,3,20,5,0,0,9,0,0,0,7,0.323,0.323,0.403,0.726,84.0,,25,3,0,0,0,0,,,2006,Right
22,Toby Hall,30,C,21,60,57,2,21,4,0,0,8,0,0,2,5,0.368,0.383,0.439,0.822,110.0,,25,2,0,0,1,2,,,2006,Right
24,Óscar Robles,30,IF,29,39,33,6,5,0,1,0,0,0,0,5,5,0.152,0.263,0.212,0.475,24.0,,7,0,0,1,0,0,,,2006,Left
13,Julio Lugo,30,IF,49,164,146,16,32,5,1,0,10,6,5,12,29,0.219,0.278,0.267,0.545,41.0,,39,2,1,2,3,0,,,2006,Right
14,Willy Aybar,23,3B,43,151,128,15,32,12,0,3,22,1,0,18,17,0.25,0.356,0.414,0.77,97.0,,53,5,3,2,0,0,,,2006,Both
2,Nomar Garciaparra,32,1B,122,523,469,82,142,31,2,20,93,3,0,42,30,0.303,0.367,0.505,0.872,120.0,,237,15,8,0,4,9,,,2006,Right
12,Matt Kemp,21,CF,52,166,154,30,39,7,1,7,23,6,0,9,53,0.253,0.289,0.448,0.737,85.0,,69,1,0,0,3,1,,,2006,Right
11,Ramón Martínez,33,2B,82,194,176,20,49,7,1,2,24,0,0,15,20,0.278,0.339,0.364,0.702,80.0,,64,9,1,2,0,1,,,2006,Right
10,Olmedo Sáenz,35,CI,103,204,179,30,53,15,0,11,48,0,0,14,47,0.296,0.363,0.564,0.927,132.0,,101,4,7,0,4,1,,,2006,Right
9,José Cruz,32,OF,86,273,223,34,52,16,1,5,17,5,1,43,54,0.233,0.353,0.381,0.734,88.0,,85,3,0,4,3,2,,,2006,Both
7,Kenny Lofton,39,CF,129,522,469,79,141,15,12,3,41,32,5,45,42,0.301,0.36,0.403,0.763,95.0,,189,16,0,6,2,1,,,2006,Left
6,Andre Ethier,24,LF,126,441,396,50,122,20,7,11,55,5,5,34,77,0.308,0.365,0.477,0.842,113.0,,189,11,5,0,6,2,,,2006,Left
5,Wilson Betemit,24,3B,55,193,174,19,42,7,0,9,24,1,0,17,45,0.241,0.306,0.437,0.742,87.0,,76,7,0,0,2,3,,,2006,Both
4,Rafael Furcal,28,SS,159,736,654,113,196,32,9,15,63,37,13,73,98,0.3,0.369,0.445,0.814,107.0,,291,7,1,5,3,3,,,2006,Both
3,Jeff Kent,38,2B,115,473,407,61,119,27,3,14,68,1,2,55,69,0.292,0.385,0.477,0.861,119.0,,194,9,8,0,3,8,,,2006,Right
1,Russell Martin,23,C,121,468,415,65,117,26,4,10,65,10,5,45,57,0.282,0.355,0.436,0.792,101.0,,181,17,4,1,3,8,,,2006,Right
26,Cody Ross,25,RF,8,14,14,4,7,1,1,2,9,1,0,0,2,0.5,0.5,1.143,1.643,303.0,,16,0,0,0,0,0,,,2006,Right
25,Joel Guzmán,21,3B,8,23,19,2,4,0,0,0,3,0,0,3,2,0.211,0.348,0.211,0.558,48.0,,4,3,1,0,0,0,,,2006,Right
8,J.D. Drew,30,RF,146,594,494,84,140,34,6,20,100,2,3,89,106,0.283,0.393,0.498,0.891,126.0,,246,4,4,1,6,8,,,2006,Left
27,Delwyn Young,24,OF,8,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2006,Both
40,Jonathan Broxton,22,P,65,4,2,0,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,-3.0,,0,0,0,1,0,0,,,2006,Right
50,Yhency Brazobán,26,P,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2006,Right
48,Giovanni Carrara,38,P,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2006,Right
47,Danys Báez,28,P,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2006,Right
46,Takashi Saito,36,P,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2006,Left
45,Éric Gagné,30,P,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2006,Right
28,Einar Díaz,33,C,3,3,3,0,2,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,244.0,,2,0,0,0,0,0,,,2006,Right
44,Elmer Dessens,35,P,19,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2006,Right
43,Tim Hamulack,29,P,33,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2006,Right
42,Joe Beimel,29,P,59,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2006,Left
41,Franquelis Osoria,24,P,12,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2006,Right
49,Lance Carter,31,P,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2006,Right
39,Eric Stults,26,P,6,6,5,1,3,0,0,0,0,0,0,0,1,0.6,0.6,0.6,1.2,209.0,,3,0,0,1,0,0,,,2006,Left
33,Greg Maddux,40,P,12,29,25,1,5,1,0,0,3,1,0,0,5,0.2,0.192,0.24,0.432,10.0,,6,0,0,3,1,0,,,2006,Right
38,Hung-Chih Kuo,24,P,25,11,8,1,1,1,0,0,0,0,0,0,6,0.125,0.125,0.25,0.375,-7.0,,2,0,0,3,0,0,,,2006,Left
30,Brad Penny,28,P,33,70,65,3,12,3,0,0,5,0,0,0,16,0.185,0.185,0.231,0.415,6.0,,15,0,0,5,0,0,,,2006,Right
31,Aaron Sele,36,P,26,33,26,2,5,1,0,0,0,0,0,1,7,0.192,0.222,0.231,0.453,16.0,,6,1,0,6,0,0,,,2006,Right
32,Brett Tomko,33,P,44,31,25,2,3,0,0,0,0,0,0,1,13,0.12,0.154,0.12,0.274,-28.0,,3,0,0,5,0,0,,,2006,Right
29,Derek Lowe,33,P,33,79,64,5,6,2,0,0,3,0,0,4,19,0.094,0.145,0.125,0.27,-30.0,,8,1,0,10,1,0,,,2006,Right
34,Chad Billingsley,21,P,16,28,24,2,2,0,0,0,2,0,0,2,15,0.083,0.185,0.083,0.269,-27.0,,2,0,1,1,0,0,,,2006,Right
35,Mark Hendrickson,32,P,17,23,19,1,0,0,0,0,0,0,0,2,14,0.0,0.095,0.0,0.095,-72.0,,0,0,0,2,0,0,,,2006,Left
36,Jae Weong Seo,29,P,17,20,18,0,2,0,0,0,0,0,0,1,6,0.111,0.158,0.111,0.269,-29.0,,2,1,0,1,0,0,,,2006,Right
37,Odalis Pérez,28,P,19,17,15,3,1,0,0,0,0,0,0,1,1,0.067,0.125,0.067,0.192,-49.0,,1,0,0,1,0,0,,,2006,Left
21,Norihiro Nakamura,31,IF,17,41,39,1,5,2,0,0,3,0,0,2,7,0.128,0.171,0.179,0.35,-7.0,,7,3,0,0,0,0,,,2005,Right
11,Olmedo Sáenz,34,1B,109,352,319,39,84,24,0,15,63,0,1,27,63,0.263,0.325,0.48,0.804,110.0,,153,12,3,0,2,1,,,2005,Right
20,Mike Rose,28,C,15,46,43,2,9,2,0,1,1,0,0,3,6,0.209,0.261,0.326,0.586,54.0,,14,3,0,0,0,0,,,2005,Both
19,Paul Bako,33,C,13,47,40,1,10,2,0,0,4,0,0,7,12,0.25,0.362,0.3,0.662,78.0,,12,0,0,0,0,1,,,2005,Left
18,Willy Aybar,22,3B,26,105,86,12,28,8,0,1,10,3,1,18,11,0.326,0.448,0.453,0.901,140.0,,39,0,1,0,0,0,,,2005,Both
17,Jason Grabowski,29,LF,65,124,112,14,18,0,0,4,12,1,0,10,29,0.161,0.228,0.268,0.495,31.0,,30,4,0,0,1,1,,,2005,Left
16,José Cruz,31,RF,47,179,156,23,47,14,2,6,22,0,1,23,43,0.301,0.391,0.532,0.923,142.0,,83,4,0,0,0,1,,,2005,Both
15,José Valentín,35,UT,56,184,147,17,25,4,2,2,14,3,1,31,38,0.17,0.326,0.265,0.591,60.0,,39,2,4,0,2,2,,,2005,Both
14,Dioner Navarro,21,C,50,199,176,21,48,9,0,3,14,0,0,20,21,0.273,0.354,0.375,0.729,94.0,,66,3,2,1,0,1,,,2005,Both
13,Antonio Pérez,25,IF,98,287,259,28,77,13,2,3,23,11,4,21,61,0.297,0.36,0.398,0.758,101.0,,103,4,5,1,1,1,,,2005,Right
12,Jason Repko,24,OF,129,301,276,43,61,15,3,8,30,5,0,16,80,0.221,0.281,0.384,0.665,74.0,,106,7,7,2,0,1,,,2005,Right
6,Ricky Ledée,31,LF,102,266,237,31,66,16,1,7,39,0,0,20,55,0.278,0.335,0.443,0.778,104.0,,105,5,3,0,6,1,,,2005,Left
10,Jayson Werth,26,OF,102,395,337,46,79,22,2,7,43,11,2,48,114,0.234,0.338,0.374,0.711,89.0,,126,10,6,1,3,2,,,2005,Right
9,Óscar Robles,29,IF,110,399,364,44,99,18,1,5,34,0,8,31,33,0.272,0.332,0.368,0.7,86.0,,134,8,2,1,1,0,,,2005,Left
8,J.D. Drew,29,RF,72,311,252,48,72,12,1,15,36,1,1,51,50,0.286,0.412,0.52,0.931,145.0,,131,3,5,0,3,3,,,2005,Left
7,Milton Bradley,27,CF,75,316,283,49,82,14,1,13,38,6,1,25,47,0.29,0.35,0.484,0.835,118.0,,137,6,2,4,1,1,,,2005,Both
5,Mike Edwards,28,3B,88,258,239,23,59,9,2,3,15,1,1,16,34,0.247,0.3,0.339,0.639,69.0,,81,6,2,1,0,0,,,2005,Right
4,César Izturis,25,SS,106,478,444,48,114,19,2,2,31,8,8,25,51,0.257,0.302,0.322,0.624,66.0,,143,11,4,4,1,1,,,2005,Both
3,Jeff Kent,37,2B,149,637,553,100,160,36,0,29,105,6,2,72,85,0.289,0.377,0.512,0.889,133.0,,283,19,8,0,4,8,,,2005,Right
2,Hee-Seop Choi,26,1B,133,368,320,40,81,15,2,15,42,1,3,34,80,0.253,0.336,0.453,0.789,107.0,,145,10,8,2,4,1,,,2005,Left
1,Jason Phillips,28,C,121,434,399,38,95,20,0,10,55,0,1,25,50,0.238,0.287,0.363,0.65,71.0,,145,16,4,2,4,4,,,2005,Right
23,Brian Myrow,28,1B,19,25,20,2,4,1,0,0,0,0,0,5,8,0.2,0.36,0.25,0.61,66.0,,5,0,0,0,0,0,,,2005,Left
22,Cody Ross,24,RF,14,26,25,1,4,1,0,0,1,0,0,1,10,0.16,0.192,0.2,0.392,4.0,,5,1,0,0,0,0,,,2005,Right
25,Jeff Weaver,28,P,36,78,70,6,16,2,0,0,7,0,0,2,19,0.229,0.25,0.257,0.507,35.0,,18,0,0,6,0,0,,,2005,Right
24,Chin-Feng Chen,27,LF,7,8,8,1,2,0,0,0,2,0,0,0,4,0.25,0.25,0.25,0.5,33.0,,2,0,0,0,0,0,,,2005,Right
35,Wilson Álvarez,35,P,21,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,1,0,0,,,2005,Left
44,Jonathan Broxton,21,P,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2005,Right
43,Buddy Carlyle,27,P,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2005,Left
42,Hung-Chih Kuo,23,P,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2005,Left
41,Éric Gagné,29,P,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,2005,Right
40,Steve Schmoll,25,P,48,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2005,Right
38,Yhency Brazobán,25,P,73,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2005,Right
37,Giovanni Carrara,37,P,69,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,1,0,0,,,2005,Right
36,Franquelis Osoria,23,P,22,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2005,Right
39,Kelly Wunsch,32,P,44,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2005,Left
34,Duaner Sánchez,25,P,75,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,2005,Right
29,D.J. Houlton,25,P,34,35,30,1,3,1,0,0,1,0,0,3,18,0.1,0.182,0.133,0.315,-14.0,,4,0,0,2,0,0,,,2005,Right
33,Derek Thompson,24,P,4,5,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,1,0,0,,,2005,Left
27,Brad Penny,27,P,27,61,50,1,8,3,0,0,3,0,0,1,17,0.16,0.192,0.22,0.412,9.0,,11,0,1,9,0,0,,,2005,Right
